row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
133,CA-2016-300133,2015-01-16,2015-01-22,Second Class,CG-20133,Customer_133,Corporate,United States,Henderson,Kentucky,42420,South,PROD-300133,Technology,Machines,Machines Product 133,594.3,12,0.2,29.715
134,CA-2016-300134,2017-06-14,2017-06-18,First Class,CG-20134,Customer_134,Corporate,United States,Miami,Florida,33101,South,PROD-300134,Furniture,Chairs,Chairs Product 134,2122.72,9,0.2,106.136
135,CA-2016-300135,2015-04-17,2015-04-22,Standard Class,CG-20135,Customer_135,Home Office,United States,Miami,Florida,33101,South,PROD-300135,Office Supplies,Binders,Binders Product 135,380.22,7,0.05,47.5275
136,CA-2016-300136,2016-10-17,2016-10-22,Same Day,CG-20136,Customer_136,Consumer,United States,Henderson,Kentucky,42420,South,PROD-300136,Office Supplies,Labels,Labels Product 136,682.09,4,0.15,51.1568
137,CA-2016-300137,2014-06-07,2014-06-14,Same Day,CG-20137,Customer_137,Corporate,United States,Miami,Florida,33101,South,PROD-300137,Furniture,Chairs,Chairs Product 137,2485.76,2,0.25,62.144
138,CA-2016-300138,2015-06-05,2015-06-08,First Class,CG-20138,Customer_138,Home Office,United States,Seattle,Washington,98101,West,PROD-300138,Furniture,Tables,Tables Product 138,1757.38,12,0.0,263.607
139,CA-2016-300139,2017-12-08,2017-12-14,Same Day,CG-20139,Customer_139,Corporate,United States,New York,New York,10001,East,PROD-300139,Technology,Machines,Machines Product 139,1170.68,12,0.1,117.068
140,CA-2016-300140,2017-08-25,2017-08-31,First Class,CG-20140,Customer_140,Corporate,United States,Chicago,Illinois,60601,Central,PROD-300140,Furniture,Tables,Tables Product 140,2207.85,9,0.0,331.1775
141,CA-2016-300141,2017-03-20,2017-03-23,Standard Class,CG-20141,Customer_141,Corporate,United States,New York,New York,10001,East,PROD-300141,Technology,Phones,Phones Product 141,973.34,5,0.25,24.3335
142,CA-2016-300142,2016-09-12,2016-09-14,Second Class,CG-20142,Customer_142,Consumer,United States,Henderson,Kentucky,42420,South,PROD-300142,Technology,Machines,Machines Product 142,1931.72,8,0.05,241.465
143,CA-2016-300143,2015-11-27,2015-11-28,Second Class,CG-20143,Customer_143,Home Office,United States,Henderson,Kentucky,42420,South,PROD-300143,Office Supplies,Binders,Binders Product 143,136.05,4,0.05,17.0063
144,CA-2016-300144,2014-02-26,2014-03-05,Standard Class,CG-20144,Customer_144,Corporate,United States,Henderson,Kentucky,42420,South,PROD-300144,Office Supplies,Labels,Labels Product 144,2189.63,14,0.0,328.4445
145,CA-2016-300145,2015-02-12,2015-02-13,Second Class,CG-20145,Customer_145,Home Office,United States,Chicago,Illinois,60601,Central,PROD-300145,Office Supplies,Binders,Binders Product 145,598.68,11,0.2,29.934
146,CA-2016-300146,2015-09-30,2015-10-02,Standard Class,CG-20146,Customer_146,Consumer,United States,Chicago,Illinois,60601,Central,PROD-300146,Furniture,Chairs,Chairs Product 146,1090.18,7,0.2,54.509
147,CA-2016-300147,2014-07-30,2014-08-02,First Class,CG-20147,Customer_147,Corporate,United States,Houston,Texas,77001,South,PROD-300147,Office Supplies,Paper,Paper Product 147,1872.43,2,0.15,140.4323
148,CA-2016-300148,2015-03-11,2015-03-15,Second Class,CG-20148,Customer_148,Corporate,United States,Miami,Florida,33101,South,PROD-300148,Technology,Machines,Machines Product 148,1846.46,4,0.2,92.323
149,CA-2016-300149,2018-01-06,2018-01-10,First Class,CG-20149,Customer_149,Consumer,United States,Chicago,Illinois,60601,Central,PROD-300149,Office Supplies,Storage,Storage Product 149,1843.55,9,0.05,230.4437
150,CA-2016-300150,2016-06-16,2016-06-21,First Class,CG-20150,Customer_150,Corporate,United States,Houston,Texas,77001,South,PROD-300150,Technology,Accessories,Accessories Product 150,2062.6,11,0.0,309.39
151,CA-2016-300151,2014-04-07,2014-04-12,Standard Class,CG-20151,Customer_151,Consumer,United States,Miami,Florida,33101,South,PROD-300151,Furniture,Chairs,Chairs Product 151,140.91,9,0.25,3.5227
152,CA-2016-300152,2015-01-03,2015-01-08,First Class,CG-20152,Customer_152,Corporate,United States,Henderson,Kentucky,42420,South,PROD-300152,Furniture,Tables,Tables Product 152,59.14,7,0.25,1.4785
153,CA-2016-300153,2017-11-16,2017-11-20,Same Day,CG-20153,Customer_153,Consumer,United States,Los Angeles,California,90001,West,PROD-300153,Technology,Accessories,Accessories Product 153,2288.86,3,0.2,114.443
154,CA-2016-300154,2015-05-21,2015-05-22,First Class,CG-20154,Customer_154,Consumer,United States,Los Angeles,California,90001,West,PROD-300154,Furniture,Chairs,Chairs Product 154,1476.25,5,0.05,184.5312
155,CA-2016-300155,2017-06-27,2017-06-30,Second Class,CG-20155,Customer_155,Home Office,United States,Seattle,Washington,98101,West,PROD-300155,Technology,Accessories,Accessories Product 155,2073.3,6,0.05,259.1625
156,CA-2016-300156,2017-01-17,2017-01-19,Second Class,CG-20156,Customer_156,Consumer,United States,Houston,Texas,77001,South,PROD-300156,Technology,Phones,Phones Product 156,1672.2,3,0.0,250.83
157,CA-2016-300157,2016-06-09,2016-06-13,First Class,CG-20157,Customer_157,Consumer,United States,Seattle,Washington,98101,West,PROD-300157,Technology,Accessories,Accessories Product 157,1744.62,10,0.05,218.0775
158,CA-2016-300158,2014-03-30,2014-04-05,First Class,CG-20158,Customer_158,Consumer,United States,New York,New York,10001,East,PROD-300158,Technology,Accessories,Accessories Product 158,2201.3,12,0.0,330.195
159,CA-2016-300159,2014-09-26,2014-10-02,Same Day,CG-20159,Customer_159,Consumer,United States,Los Angeles,California,90001,West,PROD-300159,Furniture,Chairs,Chairs Product 159,791.69,2,0.2,39.5845
160,CA-2016-300160,2015-01-06,2015-01-09,Same Day,CG-20160,Customer_160,Home Office,United States,Los Angeles,California,90001,West,PROD-300160,Furniture,Chairs,Chairs Product 160,694.21,5,0.15,52.0658
161,CA-2016-300161,2014-01-04,2014-01-05,Same Day,CG-20161,Customer_161,Consumer,United States,Los Angeles,California,90001,West,PROD-300161,Technology,Phones,Phones Product 161,2234.07,5,0.1,223.407
162,CA-2016-300162,2017-04-01,2017-04-03,Same Day,CG-20162,Customer_162,Consumer,United States,Miami,Florida,33101,South,PROD-300162,Office Supplies,Paper,Paper Product 162,1498.26,8,0.0,224.739
163,CA-2016-300163,2014-05-28,2014-05-31,Second Class,CG-20163,Customer_163,Corporate,United States,Seattle,Washington,98101,West,PROD-300163,Office Supplies,Labels,Labels Product 163,894.65,3,0.25,22.3662
164,CA-2016-300164,2014-06-10,2014-06-11,Second Class,CG-20164,Customer_164,Home Office,United States,Henderson,Kentucky,42420,South,PROD-300164,Office Supplies,Paper,Paper Product 164,852.01,10,0.25,21.3002
165,CA-2016-300165,2017-09-15,2017-09-17,Same Day,CG-20165,Customer_165,Home Office,United States,Houston,Texas,77001,South,PROD-300165,Office Supplies,Binders,Binders Product 165,1439.33,11,0.25,35.9832
166,CA-2016-300166,2017-09-11,2017-09-13,Same Day,CG-20166,Customer_166,Corporate,United States,Los Angeles,California,90001,West,PROD-300166,Technology,Phones,Phones Product 166,868.69,4,0.15,65.1518
167,CA-2016-300167,2016-04-05,2016-04-09,First Class,CG-20167,Customer_167,Consumer,United States,New York,New York,10001,East,PROD-300167,Furniture,Bookcases,Bookcases Product 167,1557.12,10,0.2,77.856
168,CA-2016-300168,2016-01-11,2016-01-14,First Class,CG-20168,Customer_168,Corporate,United States,Seattle,Washington,98101,West,PROD-300168,Office Supplies,Binders,Binders Product 168,1560.84,12,0.05,195.105
169,CA-2016-300169,2016-03-20,2016-03-24,Second Class,CG-20169,Customer_169,Corporate,United States,Seattle,Washington,98101,West,PROD-300169,Technology,Machines,Machines Product 169,2154.82,1,0.15,161.6115
170,CA-2016-300170,2015-08-26,2015-08-28,First Class,CG-20170,Customer_170,Corporate,United States,New York,New York,10001,East,PROD-300170,Technology,Phones,Phones Product 170,965.32,8,0.25,24.133
171,CA-2016-300171,2016-02-03,2016-02-10,Standard Class,CG-20171,Customer_171,Consumer,United States,Henderson,Kentucky,42420,South,PROD-300171,Technology,Accessories,Accessories Product 171,2037.05,12,0.05,254.6312
172,CA-2016-300172,2017-05-24,2017-05-30,Standard Class,CG-20172,Customer_172,Corporate,United States,Seattle,Washington,98101,West,PROD-300172,Technology,Phones,Phones Product 172,1735.48,10,0.05,216.935
173,CA-2016-300173,2017-08-12,2017-08-18,First Class,CG-20173,Customer_173,Consumer,United States,Miami,Florida,33101,South,PROD-300173,Furniture,Chairs,Chairs Product 173,2350.04,11,0.25,58.751
174,CA-2016-300174,2014-01-22,2014-01-25,Second Class,CG-20174,Customer_174,Consumer,United States,Seattle,Washington,98101,West,PROD-300174,Technology,Phones,Phones Product 174,2433.28,11,0.1,243.328
175,CA-2016-300175,2014-06-23,2014-06-27,Same Day,CG-20175,Customer_175,Consumer,United States,Chicago,Illinois,60601,Central,PROD-300175,Technology,Machines,Machines Product 175,1321.85,9,0.1,132.185
176,CA-2016-300176,2014-04-27,2014-05-04,Second Class,CG-20176,Customer_176,Corporate,United States,Los Angeles,California,90001,West,PROD-300176,Technology,Accessories,Accessories Product 176,876.44,14,0.2,43.822
177,CA-2016-300177,2017-01-28,2017-02-04,First Class,CG-20177,Customer_177,Home Office,United States,Los Angeles,California,90001,West,PROD-300177,Technology,Phones,Phones Product 177,2016.81,7,0.15,151.2608
178,CA-2016-300178,2016-12-31,2017-01-03,First Class,CG-20178,Customer_178,Consumer,United States,Seattle,Washington,98101,West,PROD-300178,Technology,Phones,Phones Product 178,1746.92,9,0.15,131.019
179,CA-2016-300179,2017-09-14,2017-09-18,Standard Class,CG-20179,Customer_179,Corporate,United States,Houston,Texas,77001,South,PROD-300179,Technology,Phones,Phones Product 179,523.98,9,0.25,13.0995
180,CA-2016-300180,2017-01-28,2017-02-03,First Class,CG-20180,Customer_180,Home Office,United States,Chicago,Illinois,60601,Central,PROD-300180,Furniture,Tables,Tables Product 180,228.88,13,0.1,22.888
181,CA-2016-300181,2016-04-04,2016-04-07,First Class,CG-20181,Customer_181,Corporate,United States,Los Angeles,California,90001,West,PROD-300181,Furniture,Tables,Tables Product 181,1823.47,2,0.1,182.347
182,CA-2016-300182,2018-01-13,2018-01-19,Same Day,CG-20182,Customer_182,Corporate,United States,Los Angeles,California,90001,West,PROD-300182,Office Supplies,Binders,Binders Product 182,734.17,13,0.0,110.1255
183,CA-2016-300183,2016-01-21,2016-01-22,Second Class,CG-20183,Customer_183,Home Office,United States,Seattle,Washington,98101,West,PROD-300183,Office Supplies,Paper,Paper Product 183,152.42,8,0.1,15.242
184,CA-2016-300184,2014-04-03,2014-04-08,Second Class,CG-20184,Customer_184,Corporate,United States,Los Angeles,California,90001,West,PROD-300184,Furniture,Chairs,Chairs Product 184,1799.54,11,0.05,224.9425
185,CA-2016-300185,2015-06-18,2015-06-19,Second Class,CG-20185,Customer_185,Home Office,United States,Houston,Texas,77001,South,PROD-300185,Furniture,Chairs,Chairs Product 185,972.12,1,0.0,145.818
186,CA-2016-300186,2016-01-04,2016-01-07,Same Day,CG-20186,Customer_186,Corporate,United States,Seattle,Washington,98101,West,PROD-300186,Furniture,Chairs,Chairs Product 186,1443.61,2,0.2,72.1805
187,CA-2016-300187,2015-01-11,2015-01-13,Second Class,CG-20187,Customer_187,Corporate,United States,Houston,Texas,77001,South,PROD-300187,Technology,Accessories,Accessories Product 187,1355.58,9,0.0,203.337
188,CA-2016-300188,2015-04-16,2015-04-19,Second Class,CG-20188,Customer_188,Home Office,United States,Houston,Texas,77001,South,PROD-300188,Technology,Machines,Machines Product 188,731.87,9,0.2,36.5935
189,CA-2016-300189,2015-10-04,2015-10-10,Same Day,CG-20189,Customer_189,Home Office,United States,Houston,Texas,77001,South,PROD-300189,Furniture,Tables,Tables Product 189,1102.91,6,0.2,55.1455
190,CA-2016-300190,2014-08-21,2014-08-23,Second Class,CG-20190,Customer_190,Consumer,United States,Henderson,Kentucky,42420,South,PROD-300190,Technology,Accessories,Accessories Product 190,2351.4,3,0.05,293.925
191,CA-2016-300191,2015-11-21,2015-11-28,Second Class,CG-20191,Customer_191,Corporate,United States,Henderson,Kentucky,42420,South,PROD-300191,Furniture,Chairs,Chairs Product 191,834.64,5,0.25,20.866
192,CA-2016-300192,2015-04-10,2015-04-12,Same Day,CG-20192,Customer_192,Corporate,United States,Houston,Texas,77001,South,PROD-300192,Office Supplies,Labels,Labels Product 192,1304.2,13,0.05,163.025
193,CA-2016-300193,2017-08-07,2017-08-14,First Class,CG-20193,Customer_193,Consumer,United States,New York,New York,10001,East,PROD-300193,Office Supplies,Binders,Binders Product 193,461.2,1,0.0,69.18
194,CA-2016-300194,2015-06-05,2015-06-12,First Class,CG-20194,Customer_194,Consumer,United States,Seattle,Washington,98101,West,PROD-300194,Technology,Machines,Machines Product 194,1618.45,11,0.15,121.3837
195,CA-2016-300195,2014-10-09,2014-10-10,First Class,CG-20195,Customer_195,Corporate,United States,Chicago,Illinois,60601,Central,PROD-300195,Technology,Phones,Phones Product 195,1970.09,2,0.25,49.2522
196,CA-2016-300196,2017-11-16,2017-11-21,First Class,CG-20196,Customer_196,Consumer,United States,New York,New York,10001,East,PROD-300196,Office Supplies,Paper,Paper Product 196,2318.47,10,0.1,231.847
197,CA-2016-300197,2015-10-12,2015-10-18,Standard Class,CG-20197,Customer_197,Corporate,United States,Seattle,Washington,98101,West,PROD-300197,Furniture,Bookcases,Bookcases Product 197,1930.79,8,0.25,48.2697
198,CA-2016-300198,2016-03-30,2016-04-02,Standard Class,CG-20198,Customer_198,Home Office,United States,Chicago,Illinois,60601,Central,PROD-300198,Office Supplies,Binders,Binders Product 198,133.35,3,0.0,20.0025
199,CA-2016-300199,2015-08-24,2015-08-27,Standard Class,CG-20199,Customer_199,Corporate,United States,Miami,Florida,33101,South,PROD-300199,Furniture,Bookcases,Bookcases Product 199,1045.41,12,0.2,52.2705
200,CA-2016-300200,2016-05-27,2016-05-30,Same Day,CG-20200,Customer_200,Home Office,United States,Houston,Texas,77001,South,PROD-300200,Office Supplies,Paper,Paper Product 200,998.02,7,0.25,24.9505
201,CA-2016-300201,2015-04-01,2015-04-07,Standard Class,CG-20201,Customer_201,Corporate,United States,Seattle,Washington,98101,West,PROD-300201,Technology,Machines,Machines Product 201,1321.74,2,0.1,132.174
202,CA-2016-300202,2015-01-06,2015-01-10,Same Day,CG-20202,Customer_202,Consumer,United States,New York,New York,10001,East,PROD-300202,Office Supplies,Storage,Storage Product 202,60.81,15,0.2,3.0405
203,CA-2016-300203,2015-09-06,2015-09-10,Same Day,CG-20203,Customer_203,Home Office,United States,Los Angeles,California,90001,West,PROD-300203,Furniture,Chairs,Chairs Product 203,630.28,2,0.15,47.271
204,CA-2016-300204,2017-01-13,2017-01-14,First Class,CG-20204,Customer_204,Home Office,United States,Houston,Texas,77001,South,PROD-300204,Technology,Machines,Machines Product 204,1948.54,8,0.25,48.7135
205,CA-2016-300205,2015-08-15,2015-08-16,First Class,CG-20205,Customer_205,Corporate,United States,New York,New York,10001,East,PROD-300205,Furniture,Chairs,Chairs Product 205,133.92,11,0.1,13.392
206,CA-2016-300206,2017-01-08,2017-01-14,Second Class,CG-20206,Customer_206,Corporate,United States,Chicago,Illinois,60601,Central,PROD-300206,Office Supplies,Storage,Storage Product 206,2493.02,10,0.05,311.6275
207,CA-2016-300207,2015-03-15,2015-03-21,Second Class,CG-20207,Customer_207,Corporate,United States,Miami,Florida,33101,South,PROD-300207,Office Supplies,Labels,Labels Product 207,1427.41,1,0.15,107.0558
208,CA-2016-300208,2014-01-07,2014-01-13,First Class,CG-20208,Customer_208,Corporate,United States,Houston,Texas,77001,South,PROD-300208,Furniture,Bookcases,Bookcases Product 208,1781.2,7,0.2,89.06
209,CA-2016-300209,2016-01-18,2016-01-22,Same Day,CG-20209,Customer_209,Consumer,United States,Houston,Texas,77001,South,PROD-300209,Office Supplies,Storage,Storage Product 209,1141.34,11,0.0,171.201
210,CA-2016-300210,2017-07-14,2017-07-19,Standard Class,CG-20210,Customer_210,Corporate,United States,Los Angeles,California,90001,West,PROD-300210,Technology,Machines,Machines Product 210,584.54,15,0.05,73.0675
211,CA-2016-300211,2016-02-02,2016-02-04,Second Class,CG-20211,Customer_211,Consumer,United States,Chicago,Illinois,60601,Central,PROD-300211,Office Supplies,Paper,Paper Product 211,51.06,2,0.05,6.3825
212,CA-2016-300212,2018-02-04,2018-02-10,First Class,CG-20212,Customer_212,Consumer,United States,Los Angeles,California,90001,West,PROD-300212,Furniture,Tables,Tables Product 212,421.61,1,0.0,63.2415
213,CA-2016-300213,2015-05-31,2015-06-05,Same Day,CG-20213,Customer_213,Home Office,United States,Henderson,Kentucky,42420,South,PROD-300213,Office Supplies,Storage,Storage Product 213,432.32,4,0.1,43.232
214,CA-2016-300214,2016-10-04,2016-10-05,First Class,CG-20214,Customer_214,Home Office,United States,New York,New York,10001,East,PROD-300214,Office Supplies,Binders,Binders Product 214,489.25,8,0.1,48.925
215,CA-2016-300215,2014-03-04,2014-03-09,First Class,CG-20215,Customer_215,Corporate,United States,Chicago,Illinois,60601,Central,PROD-300215,Technology,Phones,Phones Product 215,93.87,15,0.0,14.0805
216,CA-2016-300216,2015-04-10,2015-04-13,Same Day,CG-20216,Customer_216,Consumer,United States,Miami,Florida,33101,South,PROD-300216,Furniture,Chairs,Chairs Product 216,1000.35,7,0.15,75.0263
217,CA-2016-300217,2016-03-10,2016-03-13,Standard Class,CG-20217,Customer_217,Home Office,United States,Henderson,Kentucky,42420,South,PROD-300217,Technology,Machines,Machines Product 217,2180.09,8,0.25,54.5022
218,CA-2016-300218,2014-10-13,2014-10-17,Standard Class,CG-20218,Customer_218,Consumer,United States,Henderson,Kentucky,42420,South,PROD-300218,Technology,Accessories,Accessories Product 218,546.84,3,0.25,13.671
219,CA-2016-300219,2015-03-18,2015-03-22,Same Day,CG-20219,Customer_219,Corporate,United States,Miami,Florida,33101,South,PROD-300219,Furniture,Bookcases,Bookcases Product 219,2432.35,13,0.1,243.235
220,CA-2016-300220,2015-10-17,2015-10-19,Standard Class,CG-20220,Customer_220,Corporate,United States,Houston,Texas,77001,South,PROD-300220,Office Supplies,Storage,Storage Product 220,108.16,11,0.1,10.816
221,CA-2016-300221,2016-06-21,2016-06-27,Standard Class,CG-20221,Customer_221,Consumer,United States,New York,New York,10001,East,PROD-300221,Furniture,Tables,Tables Product 221,1602.9,4,0.25,40.0725
